SiteId,SMRId,SMRStartDt,SMREndDt,IsCertified,Value (KWh),DevName,Capacity (KW),Address,Country,Latitude,Longitude,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear
a018b8ac-deee-44d5-bc30-2f372bf001be,2348a1c2-ccb5-4cab-891b-f3041c5cecb0,2023-05-31 18:30:00,2023-06-30 18:29:59,True,2711.9,developer 2,22.6,"PARGANA SANDILA, VILLAGE KOTHAWAN PO KOTHAWAN HARDOI DISTRICT - 241304 UTTAR PRADESH STATE, INDIA",India,27.235874,80.473137,31,5,2023,30,6,2023
a018b8ac-deee-44d5-bc30-2f372bf001be,db6cfa68-cd40-479a-b1a0-b302e776e6ae,2023-06-30 18:30:00,2023-07-31 18:29:59,True,2868.0,developer 2,22.6,"PARGANA SANDILA, VILLAGE KOTHAWAN PO KOTHAWAN HARDOI DISTRICT - 241304 UTTAR PRADESH STATE, INDIA",India,27.235874,80.473137,30,6,2023,31,7,2023
a018b8ac-deee-44d5-bc30-2f372bf001be,300e1eac-237d-42a4-b045-fab8adc21582,2023-07-31 18:30:00,2023-08-31 18:29:59,True,3129.3,developer 2,22.6,"PARGANA SANDILA, VILLAGE KOTHAWAN PO KOTHAWAN HARDOI DISTRICT - 241304 UTTAR PRADESH STATE, INDIA",India,27.235874,80.473137,31,7,2023,31,8,2023
a018b8ac-deee-44d5-bc30-2f372bf001be,c895ebad-b60a-4b21-9a22-fbbdedf31eca,2023-10-31 18:31:00,2023-11-14 09:29:00,True,659.2,developer 2,22.6,"PARGANA SANDILA, VILLAGE KOTHAWAN PO KOTHAWAN HARDOI DISTRICT - 241304 UTTAR PRADESH STATE, INDIA",India,27.235874,80.473137,31,10,2023,14,11,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,757127a3-5857-43bc-aba7-7c6906aa0401,2022-12-31 18:30:00,2023-01-31 18:29:59,True,576.5,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,12,2022,31,1,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,b4c40684-f1c5-414a-97df-f3bf9d8f50c1,2023-01-31 18:30:00,2023-02-28 18:29:59,True,764.5,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,1,2023,28,2,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,cf812d27-622c-4e4f-a1d6-29ec99e5ecfa,2023-02-28 18:30:00,2023-03-31 18:29:59,True,1053.4,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,28,2,2023,31,3,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,efbfac88-2afb-49f4-9dc6-36e217603c20,2023-03-31 18:30:00,2023-04-30 18:29:59,True,1134.9,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,3,2023,30,4,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,2f701f26-014b-4acc-8675-a8fc5f5f87de,2023-04-30 18:30:00,2023-05-31 18:29:59,True,956.5,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,30,4,2023,31,5,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,06300ed7-2868-4e82-a28e-a1bc332e2c74,2023-05-31 18:30:00,2023-06-30 18:29:59,True,1472.1,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,5,2023,30,6,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,e9828162-7bef-4e14-af27-c5dd7b72cffe,2023-06-30 18:30:00,2023-07-31 18:29:59,True,1216.3,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,30,6,2023,31,7,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,ca0676a4-4fd2-49c6-9e41-28c34e4682c3,2023-07-31 18:30:00,2023-08-31 18:29:59,True,1466.7,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,7,2023,31,8,2023
c0f29efe-8ff9-456d-9ba4-29c1d4c98fcb,800cebd1-aabf-4ec8-900b-849d94792ba2,2023-10-31 18:31:00,2023-11-14 09:29:00,True,377.6,developer 2,17.0,"Mohammadpur Bahun, Village Mohammadpur Bahun, P.O Saadatganj, Pargana Dariyabad, Tehsil- Sirauli Gauspur, 225206",India,26.9898,81.3778,31,10,2023,14,11,2023
b01807ad-faa6-4ac1-9009-4884c74e9ccf,bd3bad0c-6c26-4c82-afb9-fd4940558e68,2022-12-31 18:30:00,2023-01-31 18:29:59,True,841.6,developer 2,17.0,"Lawana, Village Lawana, P.O Lawana, Pargana Kunda, Tehsil- Kunda, 230141",India,25.909895,81.448105,31,12,2022,31,1,2023
b01807ad-faa6-4ac1-9009-4884c74e9ccf,b881b3f2-21b6-4caf-8d18-8925f39d1512,2023-01-31 18:30:00,2023-02-28 18:29:59,True,897.0,developer 2,17.0,"Lawana, Village Lawana, P.O Lawana, Pargana Kunda, Tehsil- Kunda, 230141",India,25.909895,81.448105,31,1,2023,28,2,2023
b01807ad-faa6-4ac1-9009-4884c74e9ccf,7dc554fe-93a7-4204-82e8-3c3d92a8d44d,2023-02-28 18:30:00,2023-03-31 18:29:59,True,1268.8,developer 2,17.0,"Lawana, Village Lawana, P.O Lawana, Pargana Kunda, Tehsil- Kunda, 230141",India,25.909895,81.448105,28,2,2023,31,3,2023
b01807ad-faa6-4ac1-9009-4884c74e9ccf,5623b264-1202-48df-bd7e-f9df359af069,2023-03-31 18:30:00,2023-04-30 18:29:59,True,1565.6,developer 2,17.0,"Lawana, Village Lawana, P.O Lawana, Pargana Kunda, Tehsil- Kunda, 230141",India,25.909895,81.448105,31,3,2023,30,4,2023
